tool			CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585	CPAchecker reuse-precision-k-induction:43585
run set			eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all_l	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_all	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl_l	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_fl	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_function	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gf	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl_l	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_gl	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_global	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local_l	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local	eval_kIndRe_local
../../precision-reuse-files/programs/			Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)	Status	CPU Time (s)	Wall Time (s)	Memory (MB)	Adapt Pred. Time (ms)	# invariants	Bound k	Max. loop iteration	BMC formula creation (s)	final sat check (s)	bounding assertions check (s)	induction formula check (s)	induction check (s)
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.001.f3d2570a.08_1a.cil.yml	unreach-call-main0	true	true	149.479017428	114.32262914592866	4752.674816	16.000	7	2	3	1.728	2.419	12.864	76.094	16.349	true	179.291695038	135.84684717201162	4770.324480	17.000	7	2	3	2.162	2.988	15.135	90.180	19.855	TIMEOUT	901.047585652	814.4267425950384	10200.645632										TIMEOUT	901.000002385	811.2913630020339	10311.634944										TIMEOUT	901.020252211	826.9371354719624	10124.165120										true	176.708262409	134.53540760593023	4664.926208	18.000	7	2	3	2.149	2.886	14.770	89.127	19.797	true	149.210467972	112.41758845001459	4151.676928	22.000	7	2	3	1.732	2.406	12.520	74.121	16.891	true	157.401027198	119.95927892497275	4464.922624	17.000	7	2	3	1.909	2.859	13.656	78.418	18.103	true	152.184451934	118.09676116798073	4884.836352	15.000	7	2	3	1.715	2.380	13.631	77.950	17.522	TIMEOUT	900.8781364	825.6839224590221	9963.528192										TIMEOUT	901.137236472	810.5601134831086	10109.272064									
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.001.f3d2570a.32_1.cil.yml	unreach-call-main0	true	true	150.496064246	116.69963162299246	5201.657856	21.000	6	2	3	1.692	2.431	12.528	76.531	18.480	true	179.349461892	138.44050389295444	5236.551680	17.000	6	2	3	2.186	2.614	14.820	91.409	21.621	TIMEOUT	900.68001719	836.8886120629031	10535.956480										TIMEOUT	900.852492891	822.9392741689226	10542.366720										TIMEOUT	900.597783287	822.4906092630699	10581.831680										true	154.329918145	118.97621305391658	4737.363968	16.000	6	2	3	1.879	2.483	13.146	77.434	19.123	true	153.432092641	120.11246541596483	4654.706688	14.000	6	2	3	1.848	2.540	13.796	77.110	19.729	true	175.491857065	135.77416370494757	4669.792256	25.000	6	2	3	2.438	3.047	16.107	85.557	22.859	true	158.608915184	121.51184523908887	4114.214912	13.000	6	2	3	1.904	2.521	13.654	78.443	19.895	TIMEOUT	900.800503393	838.5102594629861	10487.898112										TIMEOUT	900.773550648	838.927234451985	10531.229696									
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.001.f3d2570a.32_7a.cil.yml	unreach-call-main0	true	true	6.88491566	3.5620573080377653	147.484672	7.000	0	1	0						true	7.788563095	4.034855077974498	155.729920	8.000	0	1	0						true	6.530177999	3.3722239079652354	177.053696	7.000	0	1	0						true	6.421428237	3.348852743045427	138.924032	8.000	0	1	0						true	8.271753889	4.280356241972186	155.873280	10.000	0	1	0						true	6.314610405	3.2972983850631863	149.352448	13.000	0	1	0						true	7.025959518	3.650156538002193	164.077568	9.000	0	1	0						true	7.991107121	4.122120243962854	149.975040	10.000	0	1	0						true	6.323414533	3.267159043927677	148.238336	16.000	0	1	0						true	7.145355707	3.710910934023559	139.501568	9.000	0	1	0						true	6.342308824	3.258811288047582	153.276416	7.000	0	1	0					
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.001.f3d2570a.39_7a.cil.yml	unreach-call-main0	true	true	150.719201878	114.34222393995151	4572.979200	27.000	6	2	3	1.796	2.892	9.756	79.323	15.465	true	191.89183717	143.11942360701505	5050.802176	24.000	6	2	3	2.424	3.570	11.885	99.217	19.548	TIMEOUT	901.437831461	825.1426961650141	10295.795712										TIMEOUT	902.557174454	818.2248840589309	10409.107456										TIMEOUT	901.261870425	828.0903271760326	10430.898176										true	145.360054017	111.15909925603773	3847.249920	20.000	6	2	3	1.945	2.869	9.762	76.593	14.799	true	146.683336714	111.50642155006062	4452.007936	18.000	6	2	3	1.870	2.768	9.294	77.806	14.775	true	158.372841622	118.33236275496893	4487.036928	28.000	6	2	3	1.880	2.982	10.799	80.430	16.988	true	141.927503278	107.79398058098741	4503.289856	18.000	6	2	3	1.694	2.138	8.367	76.390	14.276	TIMEOUT	901.473162378	828.144468339975	10369.921024										TIMEOUT	901.425334617	828.3646144059021	10241.466368									
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.001.f3d2570a.43_1a.cil.yml	unreach-call-main0	true	true	38.87545359	22.90658113406971	871.673856	24.000	4	1	2	1.224	0.674	1.505	11.977	3.708	true	44.040022955	25.88935694110114	793.702400	19.000	4	1	2	1.322	0.632	1.759	14.307	3.701	TIMEOUT	900.988232496	796.8881724129897	9909.440512										TIMEOUT	901.17207456	807.9378097970039	9918.418944										TIMEOUT	902.582944876	795.6066191589925	10026.541056										true	41.271017129	24.518847491941415	884.944896	26.000	4	1	2	1.278	0.595	1.608	13.282	3.662	true	40.483178498	23.62499703501817	828.604416	30.000	4	1	2	1.022	0.567	1.540	12.825	3.655	true	39.248120396	23.198489530943334	877.363200	16.000	4	1	2	1.217	0.543	1.447	12.760	3.381	true	42.573702272	24.871330125024542	874.500096	25.000	4	1	2	1.191	0.553	1.486	13.804	3.775	TIMEOUT	902.554731185	778.0984205099521	10271.649792										TIMEOUT	901.116095229	811.1308649450075	9977.946112									
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.001.f3d2570a.68_1.cil.yml	unreach-call-main0	true	true	42.0934844	24.977719862014055	1078.935552	15.000	7	1	2	1.370	0.788	1.635	12.944	3.993	true	47.906229326	28.861011971952394	1006.678016	17.000	7	1	2	1.461	1.025	1.988	14.955	4.680	TIMEOUT	901.07506315	838.1186665060231	10474.745856										TIMEOUT	901.077370072	831.4874153310666	10337.599488										TIMEOUT	901.094639484	829.7782031570096	10314.637312										true	48.520276484	29.475589970010333	963.665920	19.000	7	1	2	1.386	0.889	1.980	15.381	4.812	true	45.61945992	27.283290029037744	1034.366976	16.000	7	1	2	1.199	0.784	1.807	14.880	4.369	true	46.750635987	27.9222279189853	1005.367296	18.000	7	1	2	1.361	0.862	1.936	14.760	4.219	true	48.465869954	28.961737885023467	1167.659008	23.000	7	1	2	1.475	1.059	1.888	14.984	4.414	TIMEOUT	901.088382307	842.0444217820186	10362.122240										TIMEOUT	901.026478255	840.4717945839511	10363.789312									
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.002.b51e829.08_1a.cil.yml	unreach-call-main0	true	true	153.880490078	115.68753987702075	4279.189504	16.000	7	2	3	2.162	2.829	9.028	78.972	17.721	true	175.409468022	134.31192479201127	5444.820992	34.000	7	2	3	2.229	2.983	10.094	93.454	19.823	TIMEOUT	900.540044365	833.597416794044	9902.141440										TIMEOUT	900.661839732	824.2164226638852	10268.925952										TIMEOUT	901.126208488	821.8424648499349	10133.897216										true	145.317429775	110.78042124805506	4351.262720	31.000	7	2	3	1.831	2.607	8.046	77.745	15.830	true	141.663548585	107.27853183902334	3827.269632	15.000	7	2	3	1.767	2.407	7.732	75.024	15.677	true	173.726538515	131.35132495197468	3963.072512	18.000	7	2	3	2.254	3.003	9.748	91.651	19.009	true	161.876134908	121.59917866694741	4069.642240	16.000	7	2	3	1.985	3.094	9.192	84.057	18.169	TIMEOUT	900.709420883	834.9588332700077	10158.178304										TIMEOUT	900.989567404	822.9140179080423	10108.211200									
drivers--rtc--rtc-pcf2123.ko/drivers--rtc--rtc-pcf2123.ko.002.b51e829.32_7a.cil.yml	unreach-call-main0	true	true	6.000590235	3.1270661239977926	148.787200	7.000	0	1	0						true	5.850931047	3.046959358965978	134.242304	8.000	0	1	0						true	6.230471619	3.234983679954894	149.843968	8.000	0	1	0						true	7.992606537	4.148432051995769	149.225472	21.000	0	1	0						true	6.983581599	3.5968783739954233	179.924992	8.000	0	1	0						true	6.075463513	3.1808005740167573	150.028288	6.000	0	1	0						true	5.88058728	3.0572130689397454	148.357120	7.000	0	1	0						true	7.616749549	3.9524860670790076	142.729216	8.000	0	1	0						true	6.06560743	3.133461604011245	146.522112	8.000	0	1	0						true	5.845424685	3.035949170938693	141.602816	9.000	0	1	0						true	7.20729004	3.7246858869912103	148.254720	8.000	0	1	0					
